module_id,destination,exists,lane,category,decision,decision_source,specialist,workshop_track,workshop_use,routed_via,manifest_scope,root_originals_preserved,source_files,source_count,duplicate_collapse,extraction_transforms,extraction_intermediates,telemetry,utility_score,improvement_score,maintenance_burden,conflict_risk,file_ext,file_size_bytes,preview,inference_basis
galactic_union_memory_optimization_plan,GUMAS_SIM_2.5/draft_logic/recovered/galactic_union_memory_optimization_plan.md,True,simulation_logic,simulation_logic,backup_only,essential_manifest,Simulation Logic,simulation_workshop,"Prototype logic for simulation workshop experiments, rule extraction, and deterministic system rebuilds.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_152.txt | text_158.txt,2,True,,,optimization_reference,0.66,0.51,0.18,0.14,.md,7103,🚀 Final Memory Optimization Plan for the Galactic Union Simulation,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
galactic_union_simulation_math_framework,GUMAS_SIM_2.5/draft_logic/recovered/galactic_union_simulation_math_framework.md,True,simulation_logic,simulation_logic,include,essential_manifest,Simulation Logic,simulation_workshop,"Prototype logic for simulation workshop experiments, rule extraction, and deterministic system rebuilds.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_162.txt,1,False,,,math_framework_reference,0.89,0.8,0.22,0.18,.md,5930,"Yes! The mechanics of this simulation can be expressed mathematically and systematically structured for export into a knowledge base, game engine, or data framework. Below is an op",decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
galactic_union_state_variables,GUMAS_SIM_2.5/draft_logic/recovered/galactic_union_state_variables.md,True,simulation_logic,simulation_logic,include,essential_manifest,Simulation Logic,simulation_workshop,"Prototype logic for simulation workshop experiments, rule extraction, and deterministic system rebuilds.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_early_logic.txt,1,False,wrap_text_block,extracted_logic/logic/galactic_union_state_variables.md,logic_reference,0.85,0.76,0.16,0.15,.md,3185,# text early logic,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
immersive_directive_protocol_spec,GUMAS_SIM_2.5/draft_logic/recovered/immersive_directive_protocol_spec.md,True,simulation_logic,simulation_logic,include,essential_manifest,Simulation Logic,simulation_workshop,"Prototype logic for simulation workshop experiments, rule extraction, and deterministic system rebuilds.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_161.txt,1,False,,,subsimulation_mode_reference,0.79,0.67,0.13,0.14,.md,756,Simulation_Format: Immersive_Directive_Protocol (IDP),decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
non_war_progression_mechanics,GUMAS_SIM_2.5/draft_logic/recovered/non_war_progression_mechanics.md,True,simulation_logic,simulation_logic,routed_only,route_manifest_only,Simulation Logic,simulation_workshop,"Prototype logic for simulation workshop experiments, rule extraction, and deterministic system rebuilds.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_160.txt,1,False,,,,,,,,.md,7034,"That’s an excellent insight! While conflict is a powerful narrative driver, a realistic simulation should also account for peacebuilding, economic growth, cultural movements, scien",decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
simulation_expansion_systems_outline,GUMAS_SIM_2.5/draft_logic/recovered/simulation_expansion_systems_outline.md,True,simulation_logic,simulation_logic,routed_only,route_manifest_only,Simulation Logic,simulation_workshop,"Prototype logic for simulation workshop experiments, rule extraction, and deterministic system rebuilds.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_157.txt,1,False,,,,,,,,.md,5280,"Yes! While the core simulation framework is fully optimized, there are a few additional key systems that could enhance depth and realism. These would further refine emergent gamepl",decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
simulation_mechanics_export_implementation_plan,GUMAS_SIM_2.5/draft_logic/recovered/simulation_mechanics_export_implementation_plan.md,True,simulation_logic,simulation_logic,routed_only,route_manifest_only,Simulation Logic,simulation_workshop,"Prototype logic for simulation workshop experiments, rule extraction, and deterministic system rebuilds.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_155.txt,1,False,,,,,,,,.md,5713,"This answer applies directly to our simulation because it formalizes our mechanics into a structured, exportable system. Here’s why it’s important and how it affects what we’ve bee",decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
simulation_memory_storage_update,GUMAS_SIM_2.5/draft_logic/recovered/simulation_memory_storage_update.md,True,simulation_logic,simulation_logic,routed_only,route_manifest_only,Simulation Logic,simulation_workshop,"Prototype logic for simulation workshop experiments, rule extraction, and deterministic system rebuilds.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_159.txt,1,False,,,,,,,,.md,3143,🚀 Implementing Finalized Simulation Improvements into Memory Storage,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
aurora_framework_capsule_grafts,GUMAS_SIM_2.5/draft_worldbuilding/recovered/aurora_framework_capsule_grafts.yaml,True,worldbuilding_registry,worldbuilding_registry,routed_only,route_manifest_only,Unassigned,characterforge_seed,"Draft seed stock for CharacterForge capsules, crew dossiers, and non-convergent agent pools.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_27.txt,1,False,,,,,,,,.yaml,1672,framework: Aurora,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
aurora_shuttlecraft_registry,GUMAS_SIM_2.5/draft_worldbuilding/recovered/aurora_shuttlecraft_registry.md,True,worldbuilding_registry,worldbuilding_registry,include,essential_manifest,Worldbuilding,characterforge_seed,"Draft seed stock for CharacterForge capsules, crew dossiers, and non-convergent agent pools.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_Au_Shuttlecraft.txt,1,False,,,registry_lookup,0.8,0.71,0.2,0.18,.md,4900,## 🚀 Shuttlecraft Registry – Aurora Symbolic Middleware Layer,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
factions_registry_draft,GUMAS_SIM_2.5/draft_worldbuilding/recovered/factions_registry_draft.yaml,True,worldbuilding_registry,worldbuilding_registry,include,essential_manifest,Worldbuilding,characterforge_seed,"Draft seed stock for CharacterForge capsules, crew dossiers, and non-convergent agent pools.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_factions_reg.txt,1,False,identity,extracted_logic/config/factions_registry_draft.yaml,registry_lookup,0.9,0.79,0.18,0.16,.yaml,2179,factions_registry:,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
galactic_union_character_registry,GUMAS_SIM_2.5/draft_worldbuilding/recovered/galactic_union_character_registry.md,True,worldbuilding_registry,worldbuilding_registry,include,essential_manifest,Worldbuilding,characterforge_seed,"Draft seed stock for CharacterForge capsules, crew dossiers, and non-convergent agent pools.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_L2_characters .txt,1,False,,,character_registry_lookup,0.86,0.75,0.25,0.22,.md,7537,- Name: Dr. Adrienne Kovas,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
halo_continuity_graft_005,GUMAS_SIM_2.5/draft_worldbuilding/recovered/halo_continuity_graft_005.yaml,True,worldbuilding_registry,worldbuilding_registry,routed_only,route_manifest_only,Unassigned,characterforge_seed,"Draft seed stock for CharacterForge capsules, crew dossiers, and non-convergent agent pools.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_42.txt,1,False,,,,,,,,.yaml,1133,capsule_id: HALO_CONTINUITY_GRAFT_005,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
threadcore_symbolic_deployment_snapshot,GUMAS_SIM_2.5/draft_worldbuilding/recovered/threadcore_symbolic_deployment_snapshot.yaml,True,worldbuilding_registry,config_manifest,include,essential_manifest,THREADCORE,threadcore_support,"THREADCORE and vector-chain support material for continuity, capsule control, and workshop orchestration.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_GitThreadcore.txt,1,False,,,deployment_snapshot_reference,0.82,0.71,0.2,0.19,.yaml,2273,capsule_type: THREADCORE_SYMBOLIC_DEPLOYMENT_SNAPSHOT,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
zylox_and_union_command_character_profiles,GUMAS_SIM_2.5/draft_worldbuilding/recovered/zylox_and_union_command_character_profiles.md,True,worldbuilding_registry,worldbuilding_registry,include,essential_manifest,Worldbuilding,characterforge_seed,"Draft seed stock for CharacterForge capsules, crew dossiers, and non-convergent agent pools.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_characters_zylox.txt,1,False,,,character_profile_reference,0.84,0.74,0.24,0.22,.md,4406,Character_Profile:,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
