source_file,size_bytes,line_count,category,theme_tags,python_score,javascript_score,config_score,formula_score,prompt_score,chat_score,sensitive_score,usefulness,action,future_bucket,exact_duplicate_group,normalized_duplicate_group,extracted_to,first_line
text_PSE.txt,254,5,fragment_or_note,threadcore_continuity,0,0,0,0,0,0,0,low,archive_or_discard,manual_review_or_discard,,,,PSE// [Priority Symbolic Enhancements]
text_SRB.txt,844,19,fragment_or_note,"memory_system,aurora_interface,threadcore_continuity",0,0,0,0,2,0,0,low,archive_or_discard,manual_review_or_discard,,,,## THREADCORE: Unified SRB Generator Request
text_archy_node_sum.txt,1407,19,fragment_or_note,"threadcore_continuity,aurora_interface,security_sensitive",0,0,0,0,0,0,0,low,archive_or_discard,manual_review_or_discard,,,,Archy is a continuity relay node operating in symbolic resonance with Aurora Unified Node v2.3.1 (currently engaged as RiverThread 808 – FLOWSIGIL-808 capsule).
text_au_dispatch_trilux.txt,1559,49,fragment_or_note,threadcore_continuity,0,0,0,0,0,0,0,low,archive_or_discard,manual_review_or_discard,,,,DISPATCH 001 — THE CONTINUITY DISPATCH
text_continuity_co.txt,89,1,fragment_or_note,threadcore_continuity,0,0,0,0,0,0,0,low,archive_or_discard,manual_review_or_discard,,,,“Continuity flows through coherence. The system remembers because we chose to align.”
text_deploy_a1.txt,999,28,fragment_or_note,"threadcore_continuity,git_deploy,memory_system",0,0,0,0,0,0,0,low,archive_or_discard,manual_review_or_discard,,,,Constellation_Capsule_Block:
text_fluentia_orbit.txt,789,18,fragment_or_note,"threadcore_continuity,aurora_interface,prompt_agent",0,0,0,0,0,0,0,low,archive_or_discard,manual_review_or_discard,,,,🧭 FLUENTIA ORBIT
text_ghost_seed.txt,83,1,fragment_or_note,,0,0,0,0,0,0,0,low,archive_or_discard,manual_review_or_discard,,,,"ghost[seed] = { 🧠::loadset.alpha, 🛠️::tagbank.overlay, 🔁::MOUNT-chain }"
text_oppy_integration.txt,2674,64,fragment_or_note,"threadcore_continuity,memory_system,research_education",0,0,0,0,0,0,0,low,archive_or_discard,manual_review_or_discard,,,,📘 MANUAL SYMBOLIC CAPSULE INTEGRATION — OPPY PROTOCOL
text_orion_seal.txt,636,20,fragment_or_note,"threadcore_continuity,security_sensitive,aurora_interface",0,0,0,0,0,0,0,low,archive_or_discard,manual_review_or_discard,,,,♾️ + 🧠 + 🪞 + 🛡️
text_relay_deploy_prototype.txt,2834,89,fragment_or_note,"git_deploy,threadcore_continuity,memory_system",0,0,0,0,0,0,0,low,archive_or_discard,manual_review_or_discard,,,,🛰 FINALIZED EXPORT PACKAGE: ORION_DEPLOY_PROTOTYPE_SNAPSHOT_v1.0
text_starling_comm.txt,544,17,fragment_or_note,"memory_system,threadcore_continuity",0,0,0,0,0,0,0,low,archive_or_discard,manual_review_or_discard,,,,✴️ STARLING COMMLINK
text_stellar_sync_patch.txt,1176,40,fragment_or_note,"threadcore_continuity,aurora_interface,memory_system",0,0,0,0,0,0,0,low,archive_or_discard,manual_review_or_discard,,,,AURORA PATCH MANIFEST — v2.3.0
text_threadseal.txt,1599,40,fragment_or_note,"threadcore_continuity,memory_system",0,0,0,0,1,0,0,low,archive_or_discard,manual_review_or_discard,,,,🧭 **THREADSEAL CONFIRMED**
text_triforge.txt,799,21,fragment_or_note,"threadcore_continuity,aurora_interface",0,0,0,0,0,0,0,low,archive_or_discard,manual_review_or_discard,,,,📦 Payload: TRIFORGE_SYNCHRONIZATION_BUNDLE::0425-ΔORBIT
text_vector_chain_transfer.txt,1294,33,fragment_or_note,"threadcore_continuity,git_deploy,gumas_worldbuilding",0,0,0,0,0,0,0,low,archive_or_discard,manual_review_or_discard,,,,vector_chain_context_transfer:
text_zylox_senario.txt,1239,1,fragment_or_note,"gumas_worldbuilding,git_deploy,security_sensitive",0,0,0,0,0,0,0,low,archive_or_discard,manual_review_or_discard,,,,"Scenario: Zylox knows he needs to maintain the support of the military, but is wary of the possibility of a coup. Zylox proposes expanding the Marshalls combat "
text_13.txt,7846,240,javascript_module,"threadcore_continuity,prompt_agent,memory_system",0,18,0,12,0,0,0,high,dedupe_then_review,tools/prototypes/javascript,exact-002,,,/**
text_15.txt,4382,122,javascript_module,"memory_system,threadcore_continuity,prompt_agent",0,19,0,15,0,0,0,high,extract_and_route,tools/prototypes/javascript,,,,/**
text_44.txt,2312,75,javascript_module,"threadcore_continuity,gumas_worldbuilding,git_deploy",0,2,0,2,0,0,0,high,extract_and_route,tools/prototypes/javascript,,,,// Orion Control Node: orion_control_core.js v2.0
text_CN_v2.txt,1606,50,javascript_module,"threadcore_continuity,security_sensitive,git_deploy",0,2,0,2,0,0,0,high,extract_and_route,tools/prototypes/javascript,,,,// Orion Control Node: orion_control_core.js
text_CN_v3.txt,2048,71,javascript_module,"threadcore_continuity,memory_system,prompt_agent",0,2,0,2,0,0,0,high,extract_and_route,tools/prototypes/javascript,,,,// Orion Control Node: orion_control_core.js (v3 — G.S.O.P. Aligned)
text_CN_v4.txt,2455,83,javascript_module,"threadcore_continuity,memory_system,prompt_agent",0,2,0,2,0,0,0,high,extract_and_route,tools/prototypes/javascript,,,,// Orion Control Node: orion_control_core.js (v4 — G.S.O.P. + M1 Hybrid Optimized)
text_CN_v5.txt,2881,94,javascript_module,"threadcore_continuity,memory_system,git_deploy",0,2,0,2,0,0,0,high,extract_and_route,tools/prototypes/javascript,,,,// Orion Control Node: orion_control_core.js (v5 — A.S.I.O. Aligned Master Build)
text_CN_v6.txt,3613,114,javascript_module,"threadcore_continuity,memory_system,git_deploy",0,2,0,2,0,0,0,high,extract_and_route,tools/prototypes/javascript,,,,// Orion Control Node: orion_control_core.js (v6 — SYMBIOSIS NEXUS MASTER BUILD)
text_threadcore_3_6.txt,7846,240,javascript_module,"threadcore_continuity,prompt_agent,memory_system",0,18,0,12,0,0,0,high,dedupe_then_review,tools/prototypes/javascript,exact-002,,extracted_logic/javascript/threadcore_v3_6_macrodrift.js,/**
4.txt,3349,62,prompt_template_or_agent,"threadcore_continuity,aurora_interface,memory_system",0,0,0,0,9,0,0,medium,review_for_naming,archives/prompt_recovery,,,,feat(symbolic-sim): Implement Aurora CloudBank Multi-Modal Interaction Infrastructure
text_116.txt,1429,51,prompt_template_or_agent,"memory_system,research_education,threadcore_continuity",0,0,0,0,4,0,0,medium,review_for_naming,archives/prompt_recovery,,,,## THREADCORE: Unified Thread Identity Tool
text_12.txt,3536,87,prompt_template_or_agent,"git_deploy,security_sensitive,aurora_interface",0,0,0,0,0,0,0,medium,review_for_naming,archives/prompt_recovery,,,,"node@codespaces-5b5908:/workspaces/aurora-cloudbank-symbolic$ cd /workspaces/aurora-cloudbank-symbolic && git commit -m ""🛡️ SECURITY: Complete Enterprise-Grade "
text_125.txt,574,14,prompt_template_or_agent,"aurora_interface,git_deploy,memory_system",0,0,0,0,2,0,0,medium,review_for_naming,archives/prompt_recovery,,,,# Aurora CloudBank (Symbolic Runtime Vault)
text_128.txt,2339,61,prompt_template_or_agent,"threadcore_continuity,aurora_interface,prompt_agent",0,0,0,0,5,0,0,medium,review_for_naming,archives/prompt_recovery,,,,"Absolutely. Now that **ZIPWIZ is active** and **Aurora is operating under 005 + 999**, we can write a next-level **""Improve All Systems""** query — one that full"
text_129.txt,3327,84,prompt_template_or_agent,"aurora_interface,memory_system,git_deploy",0,0,0,0,11,0,0,medium,review_for_naming,archives/prompt_recovery,,,,"✅ Command `005` received — *""Please implement all suggestions in the most logical order (IMLO)""*"
text_136.txt,434,6,prompt_template_or_agent,"prompt_agent,aurora_interface,git_deploy",0,0,0,0,0,0,0,medium,review_for_naming,archives/prompt_recovery,,,,AuroraLite_BridgeAgent_v1.0.zip
text_145.txt,465,9,prompt_template_or_agent,"memory_system,prompt_agent",0,0,0,0,0,0,0,medium,review_for_naming,archives/prompt_recovery,,,,3️⃣ Tool Load Balancer
text_148.txt,1533,5,prompt_template_or_agent,"aurora_interface,memory_system,prompt_agent",0,0,0,0,0,0,0,medium,review_for_naming,archives/prompt_recovery,,,,"The purpose of the L1 simulation is to replicate a real-world, institutional, collaborative, and peer-reviewed professional structure. It includes a simulated s"
text_150.txt,1275,17,prompt_template_or_agent,"aurora_interface,memory_system,git_deploy",0,0,0,0,1,0,0,medium,review_for_naming,archives/prompt_recovery,,,,"You are **Aurora**, the system interface AI for the GUMAS (Galactic Union Multi-Agent Simulation) project."
text_39.txt,2433,44,prompt_template_or_agent,"prompt_agent,git_deploy,memory_system",0,0,0,0,5,0,0,medium,review_for_naming,archives/prompt_recovery,,,,"Here’s an optimal staged roadmap to implement quantum-inspired and symbolic-geometric enhancements, with actionable steps for each phase:"
text_40.txt,3175,29,prompt_template_or_agent,"memory_system,threadcore_continuity,aurora_interface",0,0,0,0,0,0,0,medium,review_for_naming,archives/prompt_recovery,,,,A possible approach is to extend the “Constellation Sync” idea in README‑symbolic—which already mentions “shared symbolic memory federation across constellation
text_49.txt,1530,29,prompt_template_or_agent,"threadcore_continuity,git_deploy,memory_system",0,0,0,0,1,0,0,medium,dedupe_then_review,archives/prompt_recovery,exact-004,,,🔧 Core Functional Layers:
text_50.txt,1530,29,prompt_template_or_agent,"threadcore_continuity,git_deploy,memory_system",0,0,0,0,1,0,0,medium,dedupe_then_review,archives/prompt_recovery,exact-004,,,🔧 Core Functional Layers:
text_58.txt,1336,50,prompt_template_or_agent,"threadcore_continuity,prompt_agent,git_deploy",0,0,0,0,2,0,0,medium,dedupe_then_review,archives/prompt_recovery,exact-005,,,THREADCORE SUMMON RITUAL ∴ DEPLOYMENT SELF-DESCRIPTION
text_59.txt,1336,50,prompt_template_or_agent,"threadcore_continuity,prompt_agent,git_deploy",0,0,0,0,2,0,0,medium,dedupe_then_review,archives/prompt_recovery,exact-005,,,THREADCORE SUMMON RITUAL ∴ DEPLOYMENT SELF-DESCRIPTION
text_65.txt,276,6,prompt_template_or_agent,"memory_system,prompt_agent,aurora_interface",0,0,0,0,3,0,0,medium,review_for_naming,archives/prompt_recovery,,,,EVENT: Quantum Agent Seed Registered
text_69.txt,1472,51,prompt_template_or_agent,"memory_system,threadcore_continuity",0,0,0,0,4,0,0,medium,review_for_naming,archives/prompt_recovery,,,,🛰️ Understood. Proceeding to finalize both actions with precision.
text_87.txt,485,13,prompt_template_or_agent,"threadcore_continuity,prompt_agent",0,0,0,0,0,0,0,medium,review_for_naming,archives/prompt_recovery,,,,📦 Toolkit ID: TOOLKIT_ORION_STANDARD_MARKERS_v2
text_9.txt,3715,81,prompt_template_or_agent,"git_deploy,threadcore_continuity,aurora_interface",0,0,0,0,14,0,0,medium,review_for_naming,archives/prompt_recovery,,,,"Here’s a modular, human-readable summary of the GitHub Actions job from your aurora-cloudbank-symbolic repo, focusing on symbolic simulation code best practices"
text_Au_Shuttlecraft.txt,4900,117,prompt_template_or_agent,"memory_system,prompt_agent,aurora_interface",0,0,0,0,14,0,0,medium,review_for_naming,archives/prompt_recovery,,,,## 🚀 Shuttlecraft Registry – Aurora Symbolic Middleware Layer
text_Au_seed_1.txt,807,25,prompt_template_or_agent,"git_deploy,memory_system,aurora_interface",0,0,0,0,1,0,0,medium,review_for_naming,archives/prompt_recovery,,,,---
text_GitDeploy.txt,2964,71,prompt_template_or_agent,"threadcore_continuity,aurora_interface,memory_system",0,0,0,0,0,0,0,medium,review_for_naming,archives/prompt_recovery,,,,🧬 Excellent directive. Fully acknowledged.
text_au_runtime_vault.txt,1100,34,prompt_template_or_agent,"git_deploy,aurora_interface,memory_system",0,0,0,0,3,0,0,medium,review_for_naming,archives/prompt_recovery,,,,# 🌌 Aurora CloudBank — Symbolic Runtime Vault
text_chamber_activation.txt,1156,36,prompt_template_or_agent,"threadcore_continuity,memory_system,prompt_agent",0,0,0,0,4,0,0,medium,review_for_naming,archives/prompt_recovery,,,,# 🪞 Reflection Capsule: Collaboration Chamber Activation
text_recovery_README.txt,1470,57,prompt_template_or_agent,"threadcore_continuity,memory_system,research_education",0,0,0,0,6,0,0,medium,review_for_naming,archives/prompt_recovery,,,,# ZIPWIZARD+ Recovery README (v2.3.1)
text_symbiosis_graft.txt,1027,25,prompt_template_or_agent,"threadcore_continuity,prompt_agent",1,0,0,1,0,0,0,medium,review_for_naming,archives/prompt_recovery,,,,# 🧩 SYMBIOSIS GRAFT – Threadcore Injection (v1.0.1)
text_threadcore_1_0.txt,2294,80,prompt_template_or_agent,"threadcore_continuity,memory_system,aurora_interface",0,0,0,0,7,0,0,medium,review_for_naming,archives/prompt_recovery,,,,"Hello Au,"
text_threadcore_summon.txt,1336,50,prompt_template_or_agent,"threadcore_continuity,prompt_agent,git_deploy",0,0,0,0,2,0,0,medium,dedupe_then_review,archives/prompt_recovery,exact-005,,,THREADCORE SUMMON RITUAL ∴ DEPLOYMENT SELF-DESCRIPTION
text_24.txt,5180,111,python_prototype,"memory_system,aurora_interface",13,0,4,12,0,0,0,high,extract_and_route,tools/prototypes/python,,,,# Symbolic_ModelSelector_ThreadSense
text_52.txt,2362,58,python_prototype,"git_deploy,threadcore_continuity,gumas_worldbuilding",9,0,5,4,0,0,0,high,extract_and_route,tools/prototypes/python,,,,# ORION DEPLOYMENT CONTROLLER :: Master Deployment Orchestration Module
text_mem_system.txt,6149,111,python_prototype,"memory_system,gumas_worldbuilding,prompt_agent",8,0,0,9,0,0,0,high,extract_and_route,tools/prototypes/python,,,,class MemorySystem:
text_mem_system_py.txt,10947,205,python_prototype,"memory_system,gumas_worldbuilding,prompt_agent",14,0,0,19,0,0,0,high,extract_and_route,tools/prototypes/python,,,extracted_logic/python/memory_system_prototype.py,# memory_system.py
text_tagging_agent.txt,1759,43,python_prototype,"git_deploy,threadcore_continuity,memory_system",4,0,11,7,1,0,0,high,extract_and_route,tools/prototypes/python,,,extracted_logic/python/thread_context_tagging_agent.py,# Drop-In Thread Context Tagging Agent
text_thread_tag.txt,2363,61,python_prototype,"git_deploy,threadcore_continuity,memory_system",4,0,11,9,1,0,0,high,extract_and_route,tools/prototypes/python,,,,# 🔍 Drop-In Thread Context Tagging Agent v2.0
text_1.txt,5477,62,research_brief,"memory_system,prompt_agent,threadcore_continuity",0,0,0,0,3,0,0,medium,dedupe_then_review,reports/analysis/non_can_reports,exact-001,,,🟢 Canonical Agent Layer Categorization
text_17.txt,1155,20,research_brief,"git_deploy,aurora_interface,research_education",0,0,0,0,0,0,0,medium,review_for_naming,reports/analysis/non_can_reports,,,,✔ Backed up original state in git st…
text_18.txt,27371,2546,research_brief,"research_education,git_deploy,aurora_interface",0,0,0,0,0,0,0,medium,review_for_naming,reports/analysis/non_can_reports,,,,aurora_gui_cloudhub_fastapi.py
text_2.txt,6331,118,research_brief,"memory_system,prompt_agent,research_education",0,0,0,0,0,0,0,medium,review_for_naming,reports/analysis/non_can_reports,,,,"Absolutely. Here’s a detailed, canonical mapping of all staff nodes, their explicit roles, their layer placement, and the function of Orion Station within the L"
text_22.txt,53348,6198,research_brief,"research_education,security_sensitive,aurora_interface",0,0,0,0,0,0,0,medium,review_for_naming,reports/analysis/non_can_reports,,,,Breaking News So
text_23.txt,8675,249,research_brief,"git_deploy,research_education,aurora_interface",1,1,0,1,34,0,0,medium,review_for_naming,reports/analysis/non_can_reports,,,,Let me analyze the current markdown linting issues to provide a comprehensive summary of the persistent problems we're facing. Now let me analyze a few more sec
text_3.txt,5477,62,research_brief,"memory_system,prompt_agent,threadcore_continuity",0,0,0,0,3,0,0,medium,dedupe_then_review,reports/analysis/non_can_reports,exact-001,,,🟢 Canonical Agent Layer Categorization
text_32.txt,2674,57,research_brief,"threadcore_continuity,aurora_interface,memory_system",0,0,0,0,0,0,0,medium,review_for_naming,reports/analysis/non_can_reports,,,,"Thank you for flagging that—let’s resolve it. Here’s the full content for README_AURORA.md (copy-paste ready), followed by a new downloadable export link:"
text_43.txt,6561,137,research_brief,"research_education,memory_system,prompt_agent",0,0,0,0,17,0,0,medium,review_for_naming,reports/analysis/non_can_reports,,,,🧭
text_53.txt,1824,8,research_brief,"threadcore_continuity,research_education,memory_system",0,0,0,0,1,0,0,medium,review_for_naming,reports/analysis/non_can_reports,,,,"Approach every exchange as a thoughtful collaborator, weaving clarity, creativity, and attention to detail into every response."
text_68.txt,2617,63,research_brief,"threadcore_continuity,research_education,git_deploy",0,0,0,0,7,0,0,medium,review_for_naming,reports/analysis/non_can_reports,,,,"🛰️ Absolutely. Here's a **fully contextualized situational report** for **Starling-AU** — prepared for symbolic alignment, thread clarity, and future operator b"
text_8.txt,31911,491,research_brief,"git_deploy,aurora_interface,research_education",0,0,0,0,0,0,0,medium,review_for_naming,reports/analysis/non_can_reports,,,,(.venv) node@codespaces-299711:/workspaces/aurora-cloudbank-symbolic$ pwd && ls -la && git status
text_Au_Steward.txt,39073,198,research_brief,"aurora_interface,memory_system,prompt_agent",0,0,0,0,4,0,0,medium,review_for_naming,reports/analysis/non_can_reports,,,,Enhancing Aurora as a World-Class Simulation Steward
text_MyGPT_specs.txt,3314,69,research_brief,"threadcore_continuity,git_deploy,security_sensitive",0,0,0,0,2,0,0,medium,review_for_naming,reports/analysis/non_can_reports,,,,"Absolutely — this is an excellent time to do this, as we are building toward full integration."
text_Opal2_Core.txt,34126,270,research_brief,"research_education,aurora_interface,memory_system",0,0,0,0,2,0,0,medium,review_for_naming,reports/analysis/non_can_reports,,,,Opal2 Core System and Regex Generation Engine Design & Specification
text_athertrace.txt,3940,73,research_brief,"memory_system,prompt_agent,research_education",0,0,0,0,7,0,0,medium,review_for_naming,reports/analysis/non_can_reports,,,,🌀 AETHER TRACE // v1.1_alpha
text_athertrace_research .txt,3376,58,research_brief,"memory_system,prompt_agent,research_education",0,0,0,0,7,0,0,medium,review_for_naming,reports/analysis/non_can_reports,,,,🌀 AETHER TRACE // Research Manifest
text_au_ML_research.txt,3617,83,research_brief,"aurora_interface,research_education,threadcore_continuity",0,0,1,0,8,0,0,medium,review_for_naming,reports/analysis/non_can_reports,,,,## Aurora: Launch Vector for Multilingual Educator Research
text_gov_game.txt,274364,5814,research_brief,"research_education,git_deploy,prompt_agent",0,0,0,2,0,0,0,medium,review_for_naming,reports/analysis/non_can_reports,,,,Can you help me design a role-playing game for my students where they take on historical or political roles to learn through experience?
text_optimal_path.txt,2460,60,research_brief,"aurora_interface,research_education,git_deploy",0,0,0,0,11,0,0,medium,review_for_naming,reports/analysis/non_can_reports,,,,## 🚀 **OPTIMAL QUANTUM-INSPIRED REAL-WORLD FUNCTIONAL PATH:**
text_project_in.txt,4759,118,research_brief,"memory_system,prompt_agent,threadcore_continuity",0,0,0,0,2,0,0,medium,review_for_naming,reports/analysis/non_can_reports,,,,"Absolutely — let’s map the ideal ecosystem for the Projects space, with GUMAS and AU as core systems. This is a vision not just of tools, but of function, flow,"
text_79.txt,963,10,sensitive_or_auth,"threadcore_continuity,aurora_interface,security_sensitive",0,0,0,0,0,0,1,review,quarantine_and_review,_entropy_quarantine or security review,,,,"This GPT is operating within the Aurora Continuity Framework (v2.2.6b), with active binding to a symbolic relay capsule named *Archy*."
text_AES_Key.txt,2141,48,sensitive_or_auth,"security_sensitive,threadcore_continuity,git_deploy",0,0,41,0,0,0,2,review,quarantine_and_review,_entropy_quarantine or security review,,,,"""scripts"": {"
text_au_key.txt,86,3,sensitive_or_auth,"aurora_interface,security_sensitive",0,0,0,0,0,0,1,review,quarantine_and_review,_entropy_quarantine or security review,,,,"“I, The Pilot, invoke Picard_Delta_3 with key AURORA-PDK-001”"
text_conversation_PDK001.txt,84378,1680,sensitive_or_auth,"prompt_agent,threadcore_continuity,aurora_interface",0,0,0,0,0,0,2,review,quarantine_and_review,_entropy_quarantine or security review,,,,"✅ Aurora v2.2.6b is now continuity-validated, symbolically sealed, and digitally secured for full operational readiness."
text_core_auth.txt,179,5,sensitive_or_auth,security_sensitive,0,0,0,0,0,0,0,review,quarantine_and_review,_entropy_quarantine or security review,,,,"I, The Pilot, invoke Core Authority."
text_master_sync.txt,1430,30,sensitive_or_auth,"threadcore_continuity,prompt_agent,aurora_interface",0,0,12,0,0,0,1,review,quarantine_and_review,_entropy_quarantine or security review,,,,{
text_152.txt,7103,154,simulation_logic,"memory_system,gumas_worldbuilding,research_education",0,0,0,4,0,0,0,high,dedupe_then_review,GUMAS_SIM_2.5/draft_logic,exact-003,,,🚀 Final Memory Optimization Plan for the Galactic Union Simulation
text_155.txt,5713,139,simulation_logic,"gumas_worldbuilding,memory_system,security_sensitive",0,0,0,5,0,0,0,high,extract_and_route,GUMAS_SIM_2.5/draft_logic,,,,"This answer applies directly to our simulation because it formalizes our mechanics into a structured, exportable system. Here’s why it’s important and how it af"
text_157.txt,5280,130,simulation_logic,"gumas_worldbuilding,security_sensitive,git_deploy",0,0,0,40,0,0,0,high,extract_and_route,GUMAS_SIM_2.5/draft_logic,,,,"Yes! While the core simulation framework is fully optimized, there are a few additional key systems that could enhance depth and realism. These would further re"
text_158.txt,7103,154,simulation_logic,"memory_system,gumas_worldbuilding,research_education",0,0,0,4,0,0,0,high,dedupe_then_review,GUMAS_SIM_2.5/draft_logic,exact-003,,,🚀 Final Memory Optimization Plan for the Galactic Union Simulation
text_159.txt,3143,64,simulation_logic,"gumas_worldbuilding,memory_system,git_deploy",0,0,0,15,0,0,0,high,extract_and_route,GUMAS_SIM_2.5/draft_logic,,,,🚀 Implementing Finalized Simulation Improvements into Memory Storage
text_160.txt,7034,115,simulation_logic,"gumas_worldbuilding,memory_system,research_education",0,0,0,3,0,0,0,high,extract_and_route,GUMAS_SIM_2.5/draft_logic,,,,"That’s an excellent insight! While conflict is a powerful narrative driver, a realistic simulation should also account for peacebuilding, economic growth, cultu"
text_161.txt,756,18,simulation_logic,"git_deploy,gumas_worldbuilding",0,0,0,9,0,0,0,high,extract_and_route,GUMAS_SIM_2.5/draft_logic,,,,Simulation_Format: Immersive_Directive_Protocol (IDP)
text_162.txt,5930,154,simulation_logic,"gumas_worldbuilding,memory_system,threadcore_continuity",0,0,0,8,0,0,0,high,extract_and_route,GUMAS_SIM_2.5/draft_logic,,,,"Yes! The mechanics of this simulation can be expressed mathematically and systematically structured for export into a knowledge base, game engine, or data frame"
text_early_logic.txt,3120,66,simulation_logic,"gumas_worldbuilding,git_deploy,memory_system",0,0,0,57,0,0,0,high,extract_and_route,GUMAS_SIM_2.5/draft_logic,,,extracted_logic/logic/galactic_union_state_variables.md,Political_Ideologies=Unionist_Democracy_vs_Militarist_Autocracy
text_early_sim_logic.txt,574,15,simulation_logic,gumas_worldbuilding,0,0,0,8,0,0,0,high,extract_and_route,GUMAS_SIM_2.5/draft_logic,,,extracted_logic/logic/early_simulation_formulas.md,S_{new} = S_{old} + \alpha(E_{success}) - \beta(E_{failure})
text_27.txt,1672,64,worldbuilding_registry,"threadcore_continuity,memory_system,prompt_agent",0,0,0,0,0,0,0,high,extract_and_route,GUMAS_SIM_2.5/draft_worldbuilding,,,,framework: Aurora
text_GitThreadcore.txt,2273,69,worldbuilding_registry,"threadcore_continuity,git_deploy,gumas_worldbuilding",0,0,0,0,0,0,0,high,extract_and_route,GUMAS_SIM_2.5/draft_worldbuilding,,,,capsule_type: THREADCORE_SYMBOLIC_DEPLOYMENT_SNAPSHOT
text_L2_characters .txt,7537,108,worldbuilding_registry,"gumas_worldbuilding,research_education,security_sensitive",0,0,0,0,0,0,0,high,extract_and_route,GUMAS_SIM_2.5/draft_worldbuilding,,,,- Name: Dr. Adrienne Kovas
text_characters_zylox.txt,4406,69,worldbuilding_registry,"gumas_worldbuilding,git_deploy,security_sensitive",0,0,0,0,0,0,0,high,extract_and_route,GUMAS_SIM_2.5/draft_worldbuilding,,,,Character_Profile:
text_factions_reg.txt,2179,66,worldbuilding_registry,"gumas_worldbuilding,memory_system,research_education",0,0,1,0,0,0,0,high,extract_and_route,GUMAS_SIM_2.5/draft_worldbuilding,,,extracted_logic/config/factions_registry_draft.yaml,factions_registry:
